PSTW ID,Name,Website,Description,Geographical extent,Geographical coverage (country),NUTS 2021,Responsible organisation,Responsible organisation category,Functions of Government (COFOG level I),Functions of Government (COFOG level II), Status,Start Year,End Year,Process type,Application type,Cross Border,Cross Sector,Primary Technology,Secondary Technology,Interaction,Improved Public Service,Personalized Services,Public (citizen)-centered services,Increase quality of PSI and services,"More responsive, efficient, and cost-effective public services",New services or channels,Improved Administrative Efficiency,Cost-reduction,Responsiveness of government operation,Improved management of public resources,Increased quality of processes and systems,Better collaboration and better communication,Reduced or eliminated the risk of corruption and abuse of the law by public servants,"Enabled greater fairness, honesty, equality",Open government capabilities,Increased transparency of public sector operations,Increased public participation in government actions and policy making,Improved public control and influence on government actions and policies,Source,AI Classification (I),AI Classification Subdomain (II) (main),AI Classification Subdomain (II) (Other I),AI Classification Subdomain (II) (Other II),AI Classification Subdomain (II) (Other III),AI Keywords,Collaboration type,Procurement (EU Model Contractual AI),Funding source,GovTech,Company name or GovTech ID,GovTech Initiative + ID,Open components in input,Open components in output,Stories link,Date updated,Unnamed: 56,Relevance Flag
PSTW-2539,Canal Empresa - reducing administrative burden and providing regulatory information for businesses,https://canalempresa.gva.es/va/,"The Generalitat Valenciana has launched Canal Empresa, a digital platform designed to streamline and simplify interactions between businesses, self-employed professionals, and public administration. Serving as a centralised hub, it consolidates information and procedures from the Generalitat and its public sector entities, and includes a virtual assistant to facilitate immediate interaction and guidance for users.",Regional,Spain,ES5,Valencian Regional Govermment,Regional Government,General public services,General services.,Implemented,2025,,Public services and engagement,Service personalisation (various),No,Yes,Artificial Intelligence,,G2B,x,x,x,x,x,x,,,,,,,,,,,,,https://www.esade.edu/ecpol/wp-content/uploads/2025/05/AAFF_EsadeEcPolxGoogle_AIbenefits__ENG_vfinal.pdf,Communication,Natural language processing,,,,chatbot,,,,,,,,,,11/6/2025,,3
PSTW-2540,PREDUCA - Student learning pathways personalisation,https://www.juntadeandalucia.es/sites/default/files/2023-03/BORRADOR_ESTRATEGIA_IA_2_0.pdf,"Preduca is a system developed by the Andalusian Government to personalise student learning pathways and support data-driven planning in public education by predicting each student’s educational needs. Built on Hipatia (case PSTW-2536), and integrated into the regional school management system, it uses historical academic and behavioral data to identify behavior patterns and recommend tailored educational interventions. This enables educators to tailor lesson plans, materials, and classroom activities to the specific profile of each student: for instance, early support for at-risk students or personalized challenges for high-achievers.",Regional ,Spain,ES6,Andalusian Regional Government,Regional Government,Education,Education n.e.c.,Implemented,2023,,Public services and engagement,Service personalisation (various),No,No,Artificial Intelligence,,G2C,x,x,x,,x,x,,,,,,,,,,,,,https://www.esade.edu/ecpol/wp-content/uploads/2025/05/AAFF_EsadeEcPolxGoogle_AIbenefits__ENG_vfinal.pdf,Planning,Planning and Scheduling,,,,recommender system,,,,,,,,,,11/6/2025,,0
PSTW-2541,"ESKOLA ADIMENTSUA - Automation, robotics, and artificial intelligence in teaching",https://www.euskadi.eus/eskola-adimentsua/web01-a3hsare/es/,"This initiative for the 2024-25 academic year, promotes active learning and the incorporation of advanced digital technologies into the educational experience in a context in which, as the Consejería de Educación itself emphasizes, ""automation, robotics, and artificial intelligence are producing profound changes in our society, redefining our ways of learning, working, and relating to one another."" One component of Eskola Adimentsua is teacher training. The program offers educators mentoring and horizontal coordination mechanisms for incorporating computational thinking, programming, and the development of building blocks for building more advanced digital skills. Teachers will have this support throughout the entire process, which will help them gain the confidence and skills to incorporate this knowledge and tools into their classrooms. This investment not only improves digital skills but also makes educators drivers of innovation for the future.",National,Spain,ES21,Basque Regional Government,Regional Government,Education,Education n.e.c.,Implemented,2024,,"Analysis, monitoring and regulatory research",Innovating Public Policy ,No,No,Artificial Intelligence,,G2C,x,x,x,,x,x,,,,,,,,,,,,,https://www.esade.edu/ecpol/wp-content/uploads/2025/05/AAFF_EsadeEcPolxGoogle_AIbenefits__ENG_vfinal.pdf,Services,AI Services,,,,,,,,,,,,,,11/6/2025,,0
PSTW-2542,AI to anticipate peaks in Hospital La Fe (Valencia),http://www.lafe.san.gva.es/noticias/-/asset_publisher/D6Zy/content/la-fe-disena-y-desarrolla-una-solucion-de-inteligencia-artificial-para-anticipar-picos-de-presion-asistencial/maximized,"The Hospital Universitari i Politècnic La Fe in Valencia has developed Spain’s first artificial intelligence (AI) tool designed to anticipate surges in patient demand in its Adult Emergency Department. This AI system combines anonymised historical data with real-time information to predict the likelihood of patient hospitalisation. By identifying key factors—such as patient age, triage priority, previous conditions, past admissions, and diagnostic test results—it helps hospital staff take preventive actions and manage resources more efficiently.",Local,Spain,ES5,La Fe Hospital - Valencian Regional Government,Regional Government,Health,Hospital services.,Implemented,2024,,"Analysis, monitoring and regulatory research",Prediction and planning ,No,No,Artificial Intelligence,,G2G,,,,,,,x,,x,x,x,,,,,,,,https://www.esade.edu/ecpol/wp-content/uploads/2025/05/AAFF_EsadeEcPolxGoogle_AIbenefits__ENG_vfinal.pdf,Planning,Planning and Scheduling,Optimisation,,,,,,,,,,,,,11/6/2025,,0
PSTW-2544,ARI (Intelligent Robotic Assistant),https://www.barcelona.cat/ciutatcuidadora/en/noticia/pilot-project-with-600-social-robots-to-improve-care-at-home_1487798,"Barcelona has launched a pilot project deploying 600 social robots, known as ARI, to enhance home care for elderly individuals experiencing early cognitive decline or dependency. It offers personalised support and real-time companionship to users at home. The solution is gradually incorporating advanced mobility features autonomous navigation, facial and voice recognition and bilingual communication (both in Catalan and Spanish). ARI proactively interacts with users, offering daily well-being checks, reminders for medication and
appointments, and immediate detection of emergencies. Additionally, it serves as a point of contact for queries. Currently, the city is expanding ARI to 600 homes and care facilities, part of a pilot project aimed at enhancing home care and potentially integrating into municipal social assistance services.Funded by EUR 3.8 million from the EU’s Next Generation Funds, the initiative aims to improve emotional well-being, autonomy, and safety for seniors living independently or in care facilities",Local,Spain,ES511,City of Barcelona,Local Government,Social protection,Old age.,Pilot,2025,,Public services and engagement,Service personalisation (various),No,No,Artificial Intelligence,,G2C,x,x,x,x,x,x,,,,,,,,,,,,,https://www.esade.edu/ecpol/wp-content/uploads/2025/05/AAFF_EsadeEcPolxGoogle_AIbenefits__ENG_vfinal.pdf,Integration and Interaction,Robotics and Automation,,,,,,,EU-funded project,,,,,,,11/6/2025,,1
PSTW-2545,PALOMA - Madrid’s AI-powered virtual assistant,https://www.mascomunidad.org.ar/paloma-la-asistente-virtual-con-la-que-madrid-combate-la-soledad-entre-personas-mayores/,"“Paloma” is Madrid’s AI-powered virtual assistant developed by the Social Serives area aimed at proactively tackling unwanted loneliness among elderly residents. This assistant systematically contacts citizens aged over 75 who live alone, initiating personalised phone conversations to assess their well-being through a brief questionnaire in a procedure that fully respects privacy and protects underlying data, while firmly keeping a ‘human in the loop’ in all phases: by detecting issues early, it can connect vulnerable residents with the appropriate municipal support services. Currently part of the city’s broader strategy against loneliness, it streamlines the identification of at-risk individuals, allowing social workers to focus their efforts directly on residents needing intervention, thus improving quality of life and reducing social isolation.",Local,Spain,ES30,City of Madrid,Local Government,Social protection,Old age.,Implemented,2024,,Public services and engagement,Service personalisation (various),No,No,Artificial Intelligence,,G2C,x,x,x,x,x,x,,,,,,,,,,,,,https://www.esade.edu/ecpol/wp-content/uploads/2025/05/AAFF_EsadeEcPolxGoogle_AIbenefits__ENG_vfinal.pdf,Communication,Natural language processing,,,,chatbot,,,,,,,,,,11/6/2025,,0
PSTW-2547,Streamlining talent acquisition and verification with RPA (Robotic Process Automation),https://www.ayesa.com/en/projects/rpa-to-verify-certificates-and-documents-submitted-by-candidates-as-part-of-selection-processes-run-by-the-andalusian-health-service/,"In some public-sector selection processes, candidates are required to provide proof of their experience, training, and academic qualifications. A selection panel reviews these documents, assigns points, and uses this evaluation to rank candidates or allocate positions. The Regional Government of Andalusia, one of Spain’s most complex administrative bodies, adheres to this detailed selection procedure. To improve the verification of certificates and documents submitted by candidates, they have recently adopted an RPA (Robotic Process Automation) technology provided by Ayesa. Since the project’s launch in July 2022, approximately 14,000 merits have been verified.",Regional,Spain,ES6,Andalusian Regional Government,Regional Government,General public services,General services.,Implemented,2022,,Internal management,Internal support processes,No,No,Artificial Intelligence,,G2G,,,,,,,x,x,x,x,x,,,,,,,,https://www.ayesa.com/en/,Integration and Interaction,Robotics and Automation and Robotic Process Automation (RPA),,,,,Private corporation,,,,Ayesa,,,,,11/6/2025,,1
PSTW-2551,Margot AI supporting the Agenzia Italiana del Farmaco - document search case,https://www.e-time.it/margot-ai/,"Margot is an AI-powered virtual assistant developed by e-time to streamline customer service and internal support. This use case supports the Agency leveraging Margot AI to retreive detail information from the internal database to assist costumers. Built on a Retrieval-Augmented Generation (RAG) architecture, Margot AI seamlessly integrates with existing systems and channels to automate repetitive tasks, classify incoming messages, and search corporate documents for precise answers.",National,Italy,IT,Agenzia Italiana del Farmaco,Central-Government,Health,Health n.e.c.,Implemented,2025,,Internal management,Internal support processes,No,No,Artificial Intelligence,,G2G,,,,,,,x,,x,x,x,,,,,,,,https://www.e-time.it/e-time-al-forum-pa-2025/,Learning,Machine learning,Generative AI,Natural language processing,,,GovTech,,,,e-Time - GTS-1091,,,,,11/6/2025,,0
PSTW-2552,Margot AI supporting the Agenzia Italiana del Farmaco - FarmaciLine assistance,https://www.e-time.it/margot-ai/,"Margot is an AI-powered virtual assistant developed by e-time to streamline customer service and internal support. In this use case, the tool is used within the FarmaciLine service which allows citizens to request information on medicines. The service responds to questions on Authorised Medicinal Products, based on what is reported in the Summary of Product Characteristics and in AIFA Resolutions. Built on a Retrieval-Augmented Generation (RAG) architecture, Margot AI seamlessly integrates with existing systems and channels to automate repetitive tasks, classify incoming messages, and search corporate documents for precise answers.",National,Italy,IT,Agenzia Italiana del Farmaco,Central-Government,Health,Health n.e.c.,Implemented,2025,,Public services and engagement,Service personalisation (various),No,No,Artificial Intelligence,,G2C,x,x,x,x,x,x,,,,,,,,,,,,,https://www.e-time.it/e-time-al-forum-pa-2025/,Learning,Machine learning,Generative AI,Natural language processing,,,GovTech,,,,e-Time - GTS-1091,,,,,11/6/2025,,0
PSTW-2553,Margot AI supporting the Agenzia Italiana del Farmaco - Monitoring platform,https://www.e-time.it/margot-ai/,"Margot is an AI-powered virtual assistant developed by e-time to streamline customer service and internal support. This use case supports the Agency in retrieving the correct information from the monitoring registries. The AIFA monitoring registry list includes various types of systems used to track the use of medicines in clinical practice, including standard monitoring registries, therapeutic plans, simplified multi-drug registries, among others. Built on a Retrieval-Augmented Generation (RAG) architecture, Margot AI seamlessly integrates with existing systems and channels to automate repetitive tasks, classify incoming messages, and search corporate documents for precise answers.",National,Italy,IT,Agenzia Italiana del Farmaco,Central-Government,Health,Health n.e.c.,Implemented,2025,,Internal management,Internal support processes,No,No,Artificial Intelligence,,G2G,,,,,,,x,,x,x,x,,,,,,,,https://www.e-time.it/e-time-al-forum-pa-2025/,Learning,Machine learning,Generative AI,Natural language processing,,,GovTech,,,,e-Time - GTS-1091,,,,,11/6/2025,,0
PSTW-2554,AI-powered procurement platform,https://apolitical.co/solution-articles/en/how-albania-is-transforming-government-one-evirtual-assistant-at-a-time,"By 2026, in partnership with the EU and World Bank, Albania will launch an AI-powered procurement platform. This platform will automate procurement processes using AI to draft terms of reference, estimate costs, and generate initial evaluation reports, thereby increasing transparency and reducing human errors. While AI will streamline and enhance efficiency, human oversight will remain central, with detailed audit trails for any changes made to generated outputs. This initiative will foster fair competition and ensure equal access for businesses within and beyond Albania.",National,Albania,AL,Government of Albania,Central-Government,General public services,General services.,In development,2025,,Internal management,Internal support processes,No,No,Artificial Intelligence,,G2G,,,,,,,x,x,x,x,x,,,,,,,,https://apolitical.co/solution-articles/en/how-albania-is-transforming-government-one-evirtual-assistant-at-a-time,Learning,Machine learning,,,,,,,,,,,,,,11/6/2025,,2
PSTW-2555,AI for taxation project in Albania,https://apolitical.co/solution-articles/en/how-albania-is-transforming-government-one-evirtual-assistant-at-a-time,"In the field of taxation, Albania is finalising, with the support of Microsoft, an AI model that will analyse real-time electronic invoices and custom declarations to detect anomalies and combat tax evasion and financial crime. This model will automate routine tasks, allowing staff to focus on more complex cases.",National,Albania,AL,Government of Albania,Central-Government,General public services,"Executive and legislative organs, financial and fiscal affairs, external affairs.",In development,2025,,Internal management,Internal support processes,No,No,Artificial Intelligence,,G2G,,,,,,,x,x,,x,,,,,,,,,https://apolitical.co/solution-articles/en/how-albania-is-transforming-government-one-evirtual-assistant-at-a-time,Learning,Machine learning,,,,,Private corporation,,,,Microsoft,,,,,11/6/2025,,2
PSTW-2556,AI for healthcare project in Albania,https://apolitical.co/solution-articles/en/how-albania-is-transforming-government-one-evirtual-assistant-at-a-time,"In healthcare, we are aiming to develop an AI-powered radiology system with EU funding set to launch by 2027. The system will assist doctors in detecting diseases through early image analysis, personalising treatment, and predicting disease progression, improving patient outcomes and saving lives.",National,Albania,AL,Government of Albania,Central-Government,Health,Health n.e.c.,Planned,2025,,Internal management,Internal support processes,No,No,Artificial Intelligence,,G2G,,,,,,,x,x,,x,,,,,,,,,https://apolitical.co/solution-articles/en/how-albania-is-transforming-government-one-evirtual-assistant-at-a-time,Learning,Machine learning,,,,,,,,,,,,,,11/6/2025,,4
PSTW-2557,Nation-wide AI-powered smart city project,https://www.presight.ai/news/albania-selects-presight-for-nationwide-ai-powered-smart-city-project/,"Albania has launched a nationwide smart city initiative in collaboration with Presight, an AI and big data analytics company based in Abu Dhabi. Announced in February 2025, the project aims to transform 20 cities across the country through the integration of advanced AI technologies. At its core, the initiative focuses on creating a real-time, AI-driven urban and traffic management system that enhances city infrastructure, reduces congestion, and improves road safety. A centralised command and control center will coordinate public services and emergency responses more effectively.",National,Albania,AL,Government of Albania,Central-Government,General public services,General public services n.e.c.,Planned,2025,,Internal management,Internal management processes,No,Yes,Artificial Intelligence,,G2B,x,,x,x,x,x,,,,,,,,,,,,,https://www.presight.ai/news/albania-selects-presight-for-nationwide-ai-powered-smart-city-project/,Learning,Machine learning,,,,,,,,,,,,,,11/6/2025,,1
PSTW-2571,Consular Digital Triage - Automating consular enquiry responses,https://ai.gov.uk/knowledge-hub/use-cases/consular-digital-triage/,"The Consular Digital Triage tool, developed by the UK’s Foreign, Commonwealth & Development Office (FCDO), is an AI-powered assistant designed to help British nationals abroad with common consular written enquiries—such as lost passports or travel documentation—by matching user questions to pre-approved guidance templates rather than generating freeform AI responses. Reduced written enquiries by 80% and calls by up to 50% within three months of implementation. It is projected to save the FCDO millions over five years, while maintaining accuracy and safety standards.",National,United Kingdom,UK,"Foreign, Commonwealth & Development Office (FCDO)",Central-Government,General public services,General services.,Implemented,2025,,Public services and engagement,Service personalisation (various),No,No,Artificial Intelligence,,G2C,x,x,x,x,x,x,,,,,,,,,,,,,https://ai.gov.uk/knowledge-hub/use-cases/?organisation=&governmentBody=&userGroup=&typeOfTechnology=&impact=,Learning,Machine learning,Generative AI,,,,Fully internal,,,,,,,,,12/6/2025,,1
PSTW-2572,Barking and Dagenham AI Search and Webchat - Streamlining access to council services and information through AI-powered search and chat,https://ai.gov.uk/knowledge-hub/use-cases/barking-and-dagenham-ai-search-and-webchat/,"The Barking & Dagenham AI Search and Webchat project uses AI-driven chat and search tools to handle common resident queries, starting with waste collection and expanding to other services like housing and council tax. It automates responses based on postcode data, resolving most questions without staff input. The initiative has reduced call volumes, improved satisfaction, and maintained accessibility by keeping traditional service channels and involving community feedback. The AI Search interface is handling 18,000 sessions per month. The first-time hit rate on search (i.e., finding the right information with the initial query) is high, with low levels of negative feedback. The AI Chatbot interface is currently serving 4,450 conversations per month, with a 93% success rate based on user feedback (thumbs up / down) at the end of each conversation. The combined impact of the tool across both interfaces has been a reduction in general enquiries and calls into the Council.",Local,United Kingdom,UKI31,London Borough of Barking & Dagenham,Local Government,General public services,General services.,Implemented,2022,,Public services and engagement,Service personalisation (various),No,No,Artificial Intelligence,,G2C,x,x,x,x,x,x,,,,,,,,,,,,,https://ai.gov.uk/knowledge-hub/use-cases/?organisation=&governmentBody=&userGroup=&typeOfTechnology=&impact=,Learning,Machine learning,Generative AI,,,chatbot,,,,,,,,,,12/6/2025,,3
PSTW-2573,Aila: AI Lesson Assistant for UK teachers,https://ai.gov.uk/knowledge-hub/use-cases/aila-ai-lesson-assistant/,"Aila, developed by Oak National Academy (an arm’s length body of the Department for Education), is an AI-powered lesson assistant designed to help teachers create personalised, curriculum-aligned lesson plans swiftly and efficiently. It combines a large language model  with retrieval-augmented generation to draw from Oak’s extensive, high-quality and quality-assured lesson repository, ensuring content accuracy and relevance. Teachers interact with Aila through a chat interface to generate lesson outlines, which can be refined iteratively. In its first two months, Aila supported 10,000 users in creating nearly 25,000 lesson plans, with 85% rating the quality as 'fairly high' or 'very high'. Nearly two-thirds of teachers said Aila reduced workload or freed up time for other priorities. Reported total time savings ranged from 1 to 15 hours, with an average of around 3 hours saved. Some teachers have also noted reduced stress and improved well-being.",National,United Kingdom,UK,Department for Education (DfE) / Oak National Academy,Central-Government,Education,Education n.e.c.,Implemented,2024,,Internal management,Internal support processes,No,No,Artificial Intelligence,,G2G,,,,,,,x,,,,x,,,,,,,,https://ai.gov.uk/knowledge-hub/use-cases/?organisation=&governmentBody=&userGroup=&typeOfTechnology=&impact=,Learning,Machine learning,Generative AI,,,chatbot,Fully internal,,,,,,,,,12/6/2025,,0
PSTW-2575,GCS Assist - Accelerating content creation for government communicators,https://ai.gov.uk/knowledge-hub/use-cases/gcs-assist/,"Assist is a secure tool created in-house to support government communicators. It went live in April 2025, following the initial prototype launch in November 2023. The tool features pre-built, task-specific prompts to save users time. It enables communicators to brainstorm ideas, produce first draft communication products and review work in a fraction of the time it would otherwise take manually. Assist's focus on communication disciplines ensures that outputs align with Government Communications' best practice, guidance and frameworks.",National,United Kingdom,UK,Cabinet Office (CO) / Government Communication Service (GCS),Central-Government,General public services,"Executive and legislative organs, financial and fiscal affairs, external affairs.",Implemented,2025,,Internal management,Internal support processes,No,No,Artificial Intelligence,,G2G,,,,,,,x,x,x,,x,,,,,,,,https://ai.gov.uk/knowledge-hub/use-cases/?organisation=&governmentBody=&userGroup=&typeOfTechnology=&impact=,Learning,Machine learning,Generative AI,,,,,,,,,,,https://github.com/Government-Communication-Service/assist_service,,12/6/2025,,0
PSTW-2576,Assisting social care workers through transcription and note-taking with Magic Notes,https://ai.gov.uk/knowledge-hub/use-cases/magic-notes-wales/,"Magic Notes is an AI-powered tool developed by Beam to assist social workers in recording and summarising case notes during client meetings. The system transcribes conversations and generates structured summaries, significantly reducing the time spent on administrative tasks. Each practitioner involved in the pilot saved on average, 25 minutes per assessment write-up. This equated to savings of around 7.5 hours per week per practitioner on administrative tasks. Practitioners submitted their assessments up to 8 hours faster when using the technology, with all participants reporting substantial time savings. The product consistently achieved over 97% accuracy in transcripts and summaries, significantly outperforming other products and increasing user confidence. Practitioners reported that conversations were more natural and higher in quality when using the product, resulting in better overall assessments compared to traditional methods. Managers noted progress in reducing case backlogs and improving workload distribution, leading to a positive impact on social worker wellbeing. All participating practitioners endorsed the product and expressed interest in continued use.",Regional,United Kingdom,UKL,Neath Port Talbot Council,Regional Government,General public services,General services.,Pilot,2025,,Internal management,Internal support processes,No,No,Artificial Intelligence,,G2G,,,,,,,x,,x,,x,,,,,,,,https://ai.gov.uk/knowledge-hub/use-cases/?organisation=&governmentBody=&userGroup=&typeOfTechnology=&impact=,Learning,Machine learning,Generative AI,,,,GovTech,,,Yes,BEAM - GTS-1094,,,,,12/6/2025,,2
PSTW-2577,Logo Detection and Classification Toolkit (LDK) - Automating the detection of unauthorised logo use on websites,https://ai.gov.uk/knowledge-hub/use-cases/logo-detection-and-classification-toolkit-ldk/,"The Logo Detection and Classification Toolkit (LDK) is an AI-powered tool built by HM Revenue & Customs (HMRC)—in collaboration with the Cabinet Office, the Government Digital Service, and DSIT—to combat misuse of official logos. Launched in 2025, it scans the web (via Google and Bing), scrapes suspicious sites, and applies a open-source YOLOv2 deep-learning model to flag unauthorized uses of HMRC and government trademarks. The system streamlines a process that once took days into just a few hours, enabling analysts to take down 10–20 infringing URLs per month while maintaining more than 97% accuracy .",National,United Kingdom,UK,HM Revenue and Customs (HMRC),Central-Government,Public order and safety,Public order and safety n.e.c.,Implemented,2025,,Internal management,Internal support processes,No,No,Artificial Intelligence,,G2G,,,,,,,x,x,x,,x,,,x,,,,,https://ai.gov.uk/knowledge-hub/use-cases/?organisation=&governmentBody=&userGroup=&typeOfTechnology=&impact=,Learning,Machine learning,Deep learning,Computer vision,,,Fully internal,,,,,,https://yolov11.com/,,,12/6/2025,,4
PSTW-2579,SAM: Service AI Assistant Module - Streamlining routine queries through AI-powered contact centre tools,https://ai.gov.uk/knowledge-hub/use-cases/sam-service-ai-assistant-module/,"The Service AI Assistant Module (SAM) is an AI-powered chatbot developed to improve customer service efficiency. It helps handle routine public inquiries—such as waste collection and council tax—by integrating with backend systems and reducing the load on call centers. The assistant supports 24/7 access to council services, improves response times. Early testing showed 93% accuracy in the chatbot's responses and 86-90% user satisfaction, based on thumbs-up/down feedback.
",Local,United Kingdom,UKH21,South Cambridgeshire District Council,Local Government,General public services,General public services n.e.c.,Pilot,2025,,Public services and engagement,Service personalisation (various),No,No,Artificial Intelligence,,G2C,x,x,x,x,x,x,,,,,,,,,,,,,https://ai.gov.uk/knowledge-hub/use-cases/?organisation=&governmentBody=&userGroup=&typeOfTechnology=&impact=,Learning,Machine learning,Generative AI,,,chatbot,,,,,,,,,,12/6/2025,,3
PSTW-2580,Mia - Streamlining breast cancer screening with AI,https://ai.gov.uk/knowledge-hub/use-cases/mia/,Mia (Mammography Intelligent Assessment) is an AI-assisted system developed to support radiologists by automatically analysing mammograms. It provides recommendations on whether further investigation is needed—essentially helping clinicians identify cases requiring recall. Mia employs deep learning models to enhance accuracy and efficiency in breast cancer screening workflows.,Regional,United Kingdom,UKM,NHS Grampian,Regional Government,Health,Hospital services.,Pilot,2025,,"Analysis, monitoring and regulatory research",Information analysis processes,No,No,Artificial Intelligence,,G2C,x,,x,x,x,x,,,,,,,,,,,,,https://ai.gov.uk/knowledge-hub/use-cases/?organisation=&governmentBody=&userGroup=&typeOfTechnology=&impact=,Learning,Machine learning,Deep learning,,,,,,,,,,,,,12/6/2025,,1
PSTW-2581,Review Automoderation Tool - Automating content moderation on NHS.UK,https://nhsengland.github.io/datascience/our_work/ratings-and-reviews/,"The Review Automoderation Tool is an AI-powered system implemented by NHS England to streamline the moderation of user reviews on the NHS.UK website. The NHS.UK website receives approximately 100,000 reviews annually, each of which must be carefully reviewed to ensure compliance with strict moderation policies concerning personal data, abuse, discrimination, and safeguarding. This process depended on third-party human moderators, leading to delays of several days and significant operational costs. Moreover, in 2021, 90% of reviews rejected during moderation were never resubmitted, resulting in the loss of valuable patient feedback. This tool accelerates review moderation from days to seconds, maintains expert-level accuracy, and supports safer, more efficient content delivery on NHS platforms.",National,United Kingdom,UK,Department of Health and Social Care (DHSC) / NHS England (NHSE),Central-Government,Public order and safety,Public order and safety n.e.c.,Implemented,2024,,Internal management,Internal support processes,No,No,Artificial Intelligence,,G2G,,,,,,,x,x,x,,x,x,,x,,,,,https://ai.gov.uk/knowledge-hub/use-cases/?organisation=&governmentBody=&userGroup=&typeOfTechnology=&impact=,Learning,Machine learning,,,,,,,,,,,,"https://github.com/nhsengland/nhsuk.moderation-ml-public
https://github.com/nhsengland/nhsuk.moderation-api-public",,12/6/2025,,1
PSTW-2582,Warm Home Discount Energy Cost Predictor - Modelling energy costs to determine eligibility for Warm Home Discount scheme,https://ai.gov.uk/knowledge-hub/use-cases/warm-home-discount-energy-cost-predictor/,"The Warm Home Discount Energy Cost Predictor is an AI-driven tool designed to streamline eligibility assessments for the UK’s Warm Home Discount scheme. It uses a log-linear regression model to estimate household energy costs based on property characteristics—such as type, age, and floor area—helping to identify low-income and high-cost households more efficiently. By leveraging this predictive system, the Department for Energy Security & Net Zero can better target support to vulnerable families in need. In 2023/24, over 90% of the total 3 million rebates were issued automatically. The implementation of this solution has made the process fairer by eliminating the first-come, first-served system. As a result, vulnerable customers who may not have been aware of the support available are now proactively identified and included.",National,United Kingdom,UK,Department for Energy Security and Net Zero (DESNZ),Central-Government,Environmental protection,Fuel and energy,Implemented,2023,,Adjudication,Taking decisions on benefits  ,No,No,Artificial Intelligence,,G2G,,,,,,,x,,x,,x,,,,,,,,https://ai.gov.uk/knowledge-hub/use-cases/?organisation=&governmentBody=&userGroup=&typeOfTechnology=&impact=,Planning,Planning and Scheduling,,,,,,,,,,,,,,13/06/2025,,3
PSTW-2583,Stroke AI - Interpreting brain scans with AI to improve outcomes for stroke patients,https://www.england.nhs.uk/blog/how-artificial-intelligence-is-helping-to-speed-up-the-diagnosis-and-treatment-of-stroke-patients/,"The Stroke AI tool, featured on the UK Government’s AI Knowledge Hub, supports clinical teams by using artificial intelligence to rapidly assess stroke patients through brain scan analysis. Developed in collaboration with University College London Hospitals NHS Foundation Trust and others, the tool enhances decision-making, enabling faster, more accurate diagnoses and treatment plans. It demonstrates the potential of AI to improve patient outcomes in time-critical medical emergencies like strokes. Every stroke centre in England (107 sites in total) is now utilising the technology meaning AI is already playing an important role in improving the care of around 80,000 people who have a stroke in England every year.",National,United Kingdom,UK,Department of Health and Social Care (DHSC) / NHS England (NHSE),Central-Government,Health,Health n.e.c.,Implemented,2024,,"Analysis, monitoring and regulatory research",Information analysis processes,No,No,Artificial Intelligence,,G2C,x,,x,x,x,x,,,,,,,,,,,,,https://ai.gov.uk/knowledge-hub/use-cases/?organisation=&governmentBody=&userGroup=&typeOfTechnology=&impact=,Learning,Machine learning,,,,,,,,,,,,,,13/06/2025,,1
PSTW-2599,ADRYX - Chatbot for real-time flight updates,https://www.avionews.it/resource/47035-aeroporto-di-roma-fiumicino-t1-dello-scalo-romano-con-la-nuova-campagna-di-comunicazione-adr-che-ha-come-protagonista-adryx-la-mascotte-del-leonardo-da-vinci.html,"The AdR “AdRyX” chatbot (part of the “Digiport” platform) was launched in June 2024 at Rome Fiumicino Airport by Aeroporti di Roma to enhance airport services. The chatbot provides real-time flight updates via WhatsApp and Facebook Messenger, offers recommendations on shops and restaurants, and delivers instant responses in English and Italian to passengers’ queries—marking a key milestone in improving the digital traveler experience",Local,Italy,ITI41,Aeroporti di Roma (AdR),Local Government,Economic affairs,Transport,Implemented,2024,,Public services and engagement,Service personalisation (various),No,No,Artificial Intelligence,,G2C,x,x,x,x,x,x,,,,,,,,,,,,,https://www.avionews.it/resource/47035-aeroporto-di-roma-fiumicino-t1-dello-scalo-romano-con-la-nuova-campagna-di-comunicazione-adr-che-ha-come-protagonista-adryx-la-mascotte-del-leonardo-da-vinci.html,Communication,Natural language processing,,,,chatbot,,,,,,,,,,13/06/2025,,0
PSTW-2601,Faneque Double Tunnel - improving traffic with Automatic Incident Detection (AID) system,https://sprinx.ai/case-studies/faneque-double-tunnel/,"The completion of the second phase of the new La Aldea highway in Gran Canaria marked a monumental milestone in enhancing the island’s infrastructure. This phase involved the construction of the Faneque double tunnel, designed to streamline traffic and significantly reduce travel time for both residents and tourists. Sprinx, in partnership with COMSA and thanks to its Spanish distributor CASMAR, helped addressing these challenges by implementing an advanced Automatic Incident Detection (AID) system based on artificial intelligence. The traffix.ai system, coupled with the dragon platform, is AI-driven traffic analysis system designed to ensure high performance, enhancing both safety and traffic flow.",Regional,Spain,ES7,Government of the Canary Islands,Regional Government,Economic affairs,Transport,Pilot,2024,,Enforcement,Smart Recognition processes,No,No,Artificial Intelligence,,G2G,,,,,,,x,x,,,x,,,,,,,,https://sprinx.ai/case-studies/faneque-double-tunnel/,Perception,Computer vision,Planning and Scheduling,,,,GovTech,,,Yes,Sprinx - GTS-1080,,,,,11/6/2025,,0
